vehicle_make,vehicle_model,vehicle_mileage,vehicle_wheel,vehicle_type,vehicle_cylinder,vehicle_year,vehicle_fuel,vehicle_spec,vehicle_dealer,vehicle_price
Nissan,Kicks,54700,17,SUV/Crossover,4,2020,Gasoline,GCC,CARS24,65299
Nissan,Kicks,56840,17,SUV/Crossover,4,2019,Gasoline,GCC,CARS24,57799
Mini,Cooper,37148,17,Hatchback,3,2021,Gasoline,GCC,CARS24,108699
Toyota,RAV 4,78529,17,SUV/Crossover,4,2019,Gasoline,GCC,CARS24,114899
Audi,A6,115182,17,Sedan,6,2018,Gasoline,GCC,CARS24,116499
Infiniti,Q50,46397,17,Sedan,6,2021,Gasoline,GCC,CARS24,114099
BMW,X2,66516,17,SUV/Crossover,4,2020,Gasoline,GCC,CARS24,110299
Mercedes-Benz,C 200,47292,17,Coupe,4,2019,Gasoline,GCC,CARS24,183699
Renault,Megane,35783,17,Sedan,4,2020,Gasoline,GCC,CARS24,56499
Hyundai,Creta,56940,17,SUV/Crossover,4,2020,Gasoline,GCC,CARS24,78999
Honda,HR-V,42342,17,SUV/Crossover,4,2020,Gasoline,GCC,CARS24,69599
Audi,A6,69267,17,Sedan,4,2020,Gasoline,GCC,CARS24,172499
Mazda,6,47341,17,Sedan,4,2021,Gasoline,GCC,CARS24,71899
Mazda,6,49789,17,Sedan,4,2021,Gasoline,GCC,CARS24,71899
Kia,Sportage,87794,17,SUV/Crossover,4,2019,Gasoline,GCC,CARS24,78199
Mitsubishi,Outlander,46518,17,SUV/Crossover,4,2018,Gasoline,GCC,CARS24,65799
Mitsubishi,Pajero,20861,17,SUV/Crossover,6,2020,Gasoline,GCC,CARS24,106999
Toyota,FJ Cruiser,83864,17,SUV/Crossover,6,2019,Gasoline,GCC,CARS24,131499
Chevrolet,Captiva,41814,17,SUV/Crossover,4,2022,Gasoline,GCC,CARS24,67299
Mitsubishi,Attrage,12298,17,Sedan,3,2021,Gasoline,GCC,CARS24,44699
Toyota,RAV 4,72679,17,SUV/Crossover,4,2019,Gasoline,GCC,CARS24,86999
Mitsubishi,Attrage,47736,17,Sedan,3,2021,Gasoline,GCC,CARS24,45799
Mitsubishi,Pajero,38890,17,SUV/Crossover,6,2019,Gasoline,GCC,CARS24,84299
BMW,120,15031,17,Hatchback,4,2021,Gasoline,GCC,CARS24,122699
Audi,A3,64561,17,Sedan,3,2018,Gasoline,GCC,CARS24,87199
Audi,Q7,48347,17,SUV/Crossover,6,2020,Gasoline,GCC,CARS24,275199
Hyundai,Tucson,31978,17,SUV/Crossover,4,2020,Gasoline,GCC,CARS24,79599
Ford,Eco Sport,29065,17,SUV/Crossover,3,2019,Gasoline,GCC,CARS24,48499
Jeep,Grand Cherokee,42506,17,SUV/Crossover,6,2019,Gasoline,GCC,CARS24,142199
Jeep,Grand Cherokee,38221,17,SUV/Crossover,6,2020,Gasoline,GCC,CARS24,134699
Nissan,Kicks,41990,17,SUV/Crossover,4,2019,Gasoline,GCC,CARS24,60499
BMW,X6,55274,17,SUV/Crossover,6,2019,Gasoline,GCC,CARS24,235599
Nissan,Kicks,67680,17,SUV/Crossover,4,2019,Gasoline,GCC,CARS24,61499
Nissan,Kicks,55029,17,SUV/Crossover,4,2019,Gasoline,GCC,CARS24,61099
Nissan,Kicks,48365,17,SUV/Crossover,4,2018,Gasoline,GCC,CARS24,66099
BMW,X1,47259,17,SUV/Crossover,4,2020,Gasoline,GCC,CARS24,128099
Mercedes-Benz,G 63 AMG,56144,20,SUV/Crossover,8,2019,Gasoline,GCC,CV Auto,849000
Nissan,Sentra,74501,17,Sedan,4,2018,Gasoline,GCC,CARS24,44499
Land Rover,Range Rover Velar,26600,20,SUV/Crossover,4,2020,Gasoline,Import,ALIF GARAGE LLC,198000
Nissan,Patrol,119874,17,SUV/Crossover,8,2017,Gasoline,GCC,CARS24,142299
Kia,Sportage,94000,18,SUV/Crossover,4,2020,Gasoline,GCC,Verified Hub Used Automobile Trading LLC,62000
Peugeot,208,84021,17,Hatchback,4,2019,Gasoline,GCC,CARS24,33699
Mercedes-Benz,GLE 350,16000,16,SUV/Crossover,4,2022,Gasoline,Import,Sikandar Motors FZE,215000
Lexus,RX 450,77000,22,SUV/Crossover,6,2018,Gasoline,GCC,Al Yasmeen Cars,139000
Toyota,Highlander,19700,16,SUV/Crossover,6,2021,Gasoline,Import,Sikandar Motors FZE,118000
Toyota,Fortuner,73248,17,SUV/Crossover,4,2021,Gasoline,GCC,CARS24,114699
Volkswagen,Golf,37367,17,Hatchback,4,2019,Gasoline,GCC,CARS24,72799
Nissan,Patrol,68458,17,SUV/Crossover,8,2020,Gasoline,GCC,CARS24,227333
Mercedes-Benz,E 450,9000,22,Convertible,6,2022,Gasoline,Import,Empire Motors,290000
BMW,X6,118000,22,SUV/Crossover,8,2018,Gasoline,GCC,Empire Motors,155000
Lexus,RX 350,4360,18,SUV/Crossover,6,2022,Gasoline,Import,Sikandar Motors FZE,145000
Mitsubishi,Pajero,53694,16,SUV/Crossover,6,2017,Gasoline,GCC,Ghassan Aboud Car Trading LTD,53000
Mercedes-Benz,G 500,31000,20,SUV/Crossover,8,2020,Gasoline,GCC,S Line Motors LLC,545000
Rolls-Royce,Cullinan,30000,22,SUV/Crossover,12,2020,Gasoline,Import,GNN Motor FZCO,1799000
Audi,Q7,126000,22,SUV/Crossover,6,2017,Gasoline,GCC,Private Seller,139000
BMW,740,102000,22,Sedan,6,2017,Gasoline,GCC,Private Seller,149000
BMW,530,85000,22,Sedan,6,2018,Gasoline,GCC,Private Seller,149000
Honda,Odyssey,12150,19,Sedan,6,2022,Gasoline,GCC,Private Seller,219000
Nissan,Kicks,29400,17,SUV/Crossover,4,2021,Gasoline,Import,Private Seller,61000
Nissan,Rogue,14808,17,SUV/Crossover,4,2020,Gasoline,Import,Private Seller,50000
GMC,Acadia,29000,18,SUV/Crossover,6,2021,Gasoline,GCC,Private Seller,127000
Nissan,Sunny,180000,14,Sedan,4,2019,Gasoline,GCC,Private Seller,25000
Mercedes-Benz,S 500,6000,21,Sedan,6,2022,Gasoline,Import,Private Seller,625000
Jeep,Grand Cherokee,114000,18,SUV/Crossover,6,2019,Gasoline,GCC,Private Seller,120000
BMW,M5,31000,20,Sedan,8,2020,Gasoline,Import,Private Seller,320000
Toyota,Land Cruiser,20000,18,SUV/Crossover,6,2021,Gasoline,GCC,Private Seller,259000
Toyota,Hiace,83000,16,Van,6,2020,Gasoline,GCC,Talib Al Jabry,100000
Audi,Q8,137600,21,SUV/Crossover,6,2019,Gasoline,GCC,Diamond Class Motors,189000
Land Rover,Range Rover Velar,69000,21,SUV/Crossover,6,2018,Gasoline,GCC,Diamond Class Motors,199000
Mercedes-Benz,S 560,74000,20,Sedan,8,2020,Gasoline,GCC,Diamond Class Motors,339000
Mercedes-Benz,EQE 350,2700,19,Sedan,None - Electric,2022,Electric,GCC,Diamond Class Motors,349000
Mercedes-Benz,A 35 AMG,6000,19,Sedan,4,2023,Gasoline,GCC,U.S Motors,249000
Toyota,Tundra,80000,24,Pick Up Truck,8,2020,Gasoline,Import,Al Sada Cars Trading,129000
Toyota,Land Cruiser,15000,20,SUV/Crossover,8,2021,Diesel,GCC,M.K. Motors,255000
BMW,320,24000,19,Sedan,4,2021,Gasoline,Import,Al Safwa Used Car Trading,135000
Land Rover,Range Rover Sport SVR,73649,22,SUV/Crossover,8,2019,Gasoline,Import,Al Faris Used Car TR,325000
Jeep,Gladiator,37282,18,Pick Up Truck,6,2021,Gasoline,Import,Al Faris Used Car TR,185000
Toyota,Land Cruiser,38300,18,SUV/Crossover,8,2019,Gasoline,GCC,M.K. Motors,168000
Mercedes-Benz,G 63 AMG,92000,22,SUV/Crossover,8,2019,Gasoline,GCC,Levant Auto Trading,555000
Toyota,Corolla,32000,15,Sedan,4,2022,Gasoline,GCC,Al Kady Trading,69000
Cadillac,Escalade,20770,22,SUV/Crossover,8,2022,Gasoline,GCC,Levant Auto Trading,478000
Toyota,Land Cruiser,500,20,SUV/Crossover,6,2023,Gasoline,Import,M.K. Motors,385000
Land Rover,Range Rover HSE,63900,22,SUV/Crossover,4,2018,Gasoline,Import,Al Faisal Motors LLC,195000
Mercedes-Benz,E 350,15000,20,Sedan,4,2021,Gasoline,Import,Al Faisal Motors LLC,185000
Mercedes-Benz,E 350,19800,20,Sedan,4,2021,Gasoline,Import,Al Faisal Motors LLC,175000
Toyota,Fortuner,168000,18,SUV/Crossover,6,2017,Gasoline,GCC,Al Nayrab Used Cars Trading,79500
Land Rover,Range Rover Sport Autobiography,17000,20,SUV/Crossover,8,2020,Gasoline,Import,Gulf Motors,355000
Nissan,Patrol Safari,40000,17,SUV/Crossover,6,2020,Gasoline,GCC,Gulf Motors,127000
Renault,Captur,107000,17,SUV/Crossover,4,2017,Gasoline,GCC,Al Sayed Khamis Br. 2,36000
BMW,520,330000,17,Sedan,4,2019,Gasoline,GCC,Al Diplomacy Used Cars Trading,49000
BMW,X3,118000,19,SUV/Crossover,6,2019,Gasoline,Import,Al Diplomacy Used Cars Trading,95000
Jeep,Wrangler,4535,18,SUV/Crossover,4,2023,Gasoline,Import,Al Faris Used Car TR,169000
Jaguar,F-Pace,2400,20,SUV/Crossover,4,2022,Gasoline,Import,Al Faris Used Car TR,235000
Dodge,Challenger,130000,19,Coupe,8,2018,Gasoline,Import,Al Suraj Al Muneer Used Cars Exhibition,77000
Lexus,RX 350,8000,19,SUV/Crossover,6,2022,Gasoline,Import,Mundher Noman Used Cars TR,158000
Toyota,Highlander,6453,20,SUV/Crossover,4,2021,Gasoline,Import,Ghazni Motors FZD,128000
Mercedes-Benz,S 63 AMG,67832,22,Sedan,8,2018,Gasoline,GCC,Royal Motors,325000
Mercedes-Benz,G 63 AMG,16000,22,SUV/Crossover,8,2022,Gasoline,GCC,Royal Motors,865000
Land Rover,Range Rover Autobiography,600,23,SUV/Crossover,8,2023,Gasoline,GCC,Royal Motors,940000
Audi,A8,155000,20,Sedan,6,2017,Gasoline,GCC,Arabian Motors Abu Dhabi,105000
Hyundai,Palisade,14634,20,SUV/Crossover,6,2021,Gasoline,Import,Ghazni Motors FZD,91000
Nissan,Patrol,111000,20,SUV/Crossover,8,2020,Gasoline,GCC,Arabian Motors Abu Dhabi,198000
Jeep,Compass,77000,18,SUV/Crossover,4,2020,Gasoline,Import,Tabarak auto used cars trading,60000
Kia,Forte,35000,16,Hatchback,4,2020,Gasoline,Import,Al Sayed Khamis,48000
Mercedes-Benz,GLE 350,166000,20,SUV/Crossover,6,2018,Diesel,Import,Sama Al Sham Used Cars Exhb,85000
Mercedes-Benz,GLC 300,106000,18,SUV/Crossover,4,2017,Gasoline,Import,Alma Motors,99500
Mazda,6,90000,17,Sedan,4,2017,Gasoline,GCC,Alma Motors,59500
Mercedes-Benz,A 250,104000,17,Hatchback,4,2019,Gasoline,GCC,Alma Motors,128500
Ford,Mustang,6000,20,Convertible,8,2021,Gasoline,Import,Kandy Cars,135000
Alfa Romeo,Giulia,23700,19,Sedan,4,2019,Gasoline,GCC,Purple - Gargash Motors,179900
Ford,Mustang,29121,20,Coupe,4,2020,Gasoline,Import,Kandy Cars,82000
Mazda,CX-9,27700,20,SUV/Crossover,4,2021,Gasoline,GCC,Galadari Automobiles Dubai,159000
Jeep,Grand Cherokee,122000,18,SUV/Crossover,6,2018,Gasoline,GCC,Private Seller,97000
Audi,RSQ8,54000,24,SUV/Crossover,8,2020,Gasoline,Import,Private Seller,460000
BMW,X4,31250,18,SUV/Crossover,4,2022,Gasoline,GCC,NXT Luxury Showroom,279900
Nissan,Patrol,26000,21,SUV/Crossover,8,2017,Gasoline,GCC,Alma Motors,148500
Land Rover,Range Rover Vogue SE Supercharged,17000,22,SUV/Crossover,8,2021,Gasoline,Import,Al jawharah used car,385000
Land Rover,Range Rover HSE,25000,22,SUV/Crossover,8,2020,Gasoline,Import,Al jawharah used car,335000
Dodge,RAM,50000,18,Pick Up Truck,8,2022,Gasoline,Import,Malmo Used Cars,169000
Nissan,Navara,128462,16,Pick Up Truck,4,2018,Gasoline,GCC,Vesla Motors L.L.C,43800
Hyundai,Elantra,105000,17,Sedan,4,2017,Gasoline,Import,Sats Motors FZE,26000
Ford,Mustang,3000,20,Coupe,8,2021,Gasoline,Import,Iqra Used Cars TR. EXHB. LLC,98000
Ford,Explorer,43000,20,SUV/Crossover,4,2020,Gasoline,Import,Barakat Al Rahmen Motors,95000
Chevrolet,Tahoe,59000,22,SUV/Crossover,8,2021,Gasoline,GCC,Al Luluah motors,222000
Ford,Mustang,30000,18,Coupe,4,2020,Gasoline,Import,Wadishee used cars,74999
Dodge,Charger,35550,19,Sedan,6,2020,Gasoline,Import,Wadishee used cars,65000
Mercedes-Benz,G 63 AMG,13000,22,SUV/Crossover,8,2022,Gasoline,Import,Berchex Auto Motors FZE,840000
Kia,Sorento,10000,16,SUV/Crossover,4,2022,Gasoline,Import,Ahmed Al-Obaidi Used Cars,112000
Lexus,NX 300,30000,19,SUV/Crossover,4,2021,Gasoline,Import,Ahmed Al-Obaidi Used Cars,120000
Toyota,Land Cruiser,66459,18,SUV/Crossover,6,2019,Gasoline,GCC,Pinnacle Automotive International FZC,196000
Lexus,LX 600,9000,22,SUV/Crossover,6,2022,Gasoline,GCC,Super Motor,565000
BMW,430,22000,17,Coupe,4,2023,Gasoline,GCC,Sarmads Car,237000
Ford,F 150,28000,20,Pick Up Truck,6,2021,Gasoline,Import,Al jawharah used car,169000
Dodge,Charger,600,20,Sedan,8,2022,Gasoline,Import,Al jawharah used car,295000
Dodge,RAM,9000,18,Pick Up Truck,8,2022,Gasoline,Import,Al jawharah used car,179000
Hyundai,Tucson,44067,16,SUV/Crossover,4,2018,Gasoline,GCC,KAVAK,73900
Chevrolet,Camaro,16000,20,Coupe,8,2021,Gasoline,Import,Barakat Al Rahmen Motors,129000
Ford,Mustang,10000,20,Coupe,8,2017,Gasoline,Import,Iqra Used Cars TR. EXHB. LLC,75000
BMW,330,78000,20,Sedan,4,2019,Gasoline,Import,BRWA AHMED AUTO.EXB,120000
Land Rover,Range Rover Sport Supercharged,26000,21,SUV/Crossover,6,2022,Gasoline,Import,BRWA AHMED AUTO.EXB,270000
Hyundai,Palisade,40250,20,SUV/Crossover,6,2020,Gasoline,Import,Breeze Automotive,89000
Hyundai,Santa Fe,190000,16,SUV/Crossover,4,2017,Gasoline,GCC,Al Warid Used Cars Trading,47000
Toyota,Land Cruiser,143000,19,SUV/Crossover,8,2019,Gasoline,GCC,Al Sayara Al Fayqa Used Cars Trading,223000
Hyundai,Tucson,18856,17,SUV/Crossover,4,2019,Gasoline,Import,Al Qariah Al Khadhra,54000
Nissan,Maxima,110000,17,Sedan,6,2017,Gasoline,Import,Al Qariah Al Khadhra,40000
Genesis,G90,18600,18,Sedan,8,2021,Gasoline,Import,Al Lham,161000
Land Rover,Range Rover Sport SVR,18000,22,SUV/Crossover,8,2020,Gasoline,Import,Al Lham,325500
Mercedes-Benz,GLE 53,9000,22,SUV/Crossover,6,2023,Gasoline,GCC,Al Etiebi Motors,488000
Land Rover,Range Rover HSE,500,23,SUV/Crossover,8,2023,Gasoline,GCC,Al Etiebi Motors,815000
Ford,Explorer,22000,20,Sedan,6,2020,Gasoline,Import,Al Dabbagh,93000
Aston Martin,DB11,43101,20,Coupe,12,2017,Gasoline,GCC,99 MOTORS,480000
Renault,Megane,50000,18,Sedan,4,2020,Gasoline,GCC,Select Your Car,45000
Mazda,CX-9,42901,18,SUV/Crossover,4,2022,Gasoline,GCC,KAVAK,133900
Mercedes-Benz,S 450,44563,19,Sedan,6,2019,Gasoline,Import,Full Option Motors,255000
Toyota,Camry,47000,18,Sedan,4,2022,Gasoline,Import,Iqra Used Cars TR. EXHB. LLC,83000
Dodge,Charger,17000,19,Sedan,8,2022,Gasoline,GCC,Ahmad Al Khodari Used Cars Exhb L.L.C,355000
Lexus,ES 300,118000,17,Sedan,4,2019,Hybrid,GCC,Najmat Al Majarah Used Cars,102000
Lexus,ES 350,118000,18,Sedan,6,2019,Gasoline,GCC,Najmat Al Majarah Used Cars,105000
Peugeot,2008,52000,16,SUV/Crossover,3,2022,Gasoline,GCC,Verified Hub Used Automobile Trading LLC,59900
Land Rover,Range Rover Vogue HSE,10000,22,SUV/Crossover,6,2022,Gasoline,Import,FOX L T D USED AUTOMOBILE TRADING,335000
Bentley,Continental GT,25000,22,Coupe,12,2019,Gasoline,GCC,German Experts Car Maintenance,685000
Mercedes-Benz,C 200,40515,18,Sedan,4,2019,Gasoline,GCC,KAVAK,169900
Toyota,Land Cruiser,20661,18,SUV/Crossover,6,2022,Gasoline,GCC,KAVAK,277900
Mitsubishi,Pajero,94473,17,SUV/Crossover,6,2020,Gasoline,GCC,KAVAK,74900
Infiniti,QX60,35854,20,SUV/Crossover,6,2020,Gasoline,GCC,NXT Luxury Showroom,145000
Land Rover,Range Rover Velar,82005,21,SUV/Crossover,4,2019,Gasoline,GCC,NXT Luxury Showroom,229999
Lamborghini,Huracan,2908,20,Coupe,10,2022,Gasoline,GCC,66 Motors,1349999
Kia,Rio,18000,17,Sedan,4,2019,Gasoline,GCC,Sats Motors FZE,29500
Nissan,Sentra,108000,18,Sedan,4,2020,Gasoline,GCC,Select Your Car,35000
Lexus,RX 350,49148,20,SUV/Crossover,6,2021,Gasoline,Import,Bashar AL Karoomi used cars SHJ,160000
Lexus,RX 350,28500,20,SUV/Crossover,6,2021,Gasoline,Import,Bashar AL Karoomi used cars SHJ,159000
Jeep,Gladiator,15000,19,Pick Up Truck,6,2021,Gasoline,Import,Syria Motors,149000
Dodge,RAM,16000,20,Pick Up Truck,8,2022,Gasoline,Import,Syria Motors,125000
Toyota,FJ Cruiser,48317,19,SUV/Crossover,6,2022,Gasoline,GCC,KAVAK,147250
GMC,Acadia,58260,17,SUV/Crossover,6,2020,Gasoline,GCC,KAVAK,122900
Lexus,ES 300,73901,17,Sedan,4,2019,Hybrid,GCC,KAVAK,149900
Nissan,Altima,60000,16,Sedan,4,2018,Gasoline,Import,al fareed used cars,30000
Toyota,Land Cruiser,5600,20,SUV/Crossover,8,2020,Gasoline,GCC,Africa Point Motors FZCO,395000
Land Rover,Range Rover Sport Supercharged,430000,22,SUV/Crossover,8,2019,Gasoline,Import,Al jawharah used car,265000
Mercedes-Benz,S 560,60000,18,Sedan,8,2018,Gasoline,GCC,Leader Automobile L.L.C,269000
Toyota,Highlander,21000,10,SUV/Crossover,6,2021,Gasoline,Import,Khan Motors FZD,112000
Mercedes-Benz,G 63 AMG,29000,21,SUV/Crossover,8,2021,Gasoline,GCC,Emperor Used Cars,610000
Land Rover,Range Rover Sport SVR,25000,22,SUV/Crossover,8,2019,Gasoline,Import,Al jawharah used car,339000
Land Rover,Range Rover Autobiography,3000,23,SUV/Crossover,8,2023,Gasoline,Import,Al jawharah used car,735000
Mercedes-Benz,G 500,49000,22,SUV/Crossover,8,2021,Gasoline,GCC,FOX L T D USED AUTOMOBILE TRADING,559000
GAC,GS 8,7783,19,SUV/Crossover,4,2022,Gasoline,GCC,Purple - Gargash Motors,94900
GAC,GS 8,73532,20,SUV/Crossover,4,2021,Gasoline,GCC,Purple - Gargash Motors,79900
GAC,GS 4,60754,17,SUV/Crossover,4,2021,Gasoline,GCC,Purple - Gargash Motors,59000
Hyundai,Santa Fe,70000,17,SUV/Crossover,4,2019,Diesel,Import,QBEST CARS,66000
Ford,Raptor,37000,17,Pick Up Truck,6,2020,Gasoline,Import,Al jawharah used car,225000
Chevrolet,Silverado,66000,17,Pick Up Truck,8,2019,Gasoline,Import,Emirates & Gulf Used Cars L.L.C,89000
Nissan,Patrol,25441,20,SUV/Crossover,8,2022,Gasoline,GCC,NXT Luxury Showroom,259900
Nissan,Patrol,25441,21,SUV/Crossover,8,2022,Gasoline,GCC,NXT Luxury Showroom,259900
Lexus,LX 600,999,22,SUV/Crossover,6,2023,Gasoline,GCC,FOX L T D USED AUTOMOBILE TRADING,640000
Jeep,Wrangler,94000,17,SUV/Crossover,6,2017,Gasoline,Import,A P Motors,85000
Land Rover,Range Rover Sport Autobiography,169000,18,SUV/Crossover,8,2017,Gasoline,GCC,Sarmads Car,148000
Ford,Raptor,35000,17,Pick Up Truck,6,2020,Gasoline,Import,Al jawharah used car,229000
Lexus,IS 350,63000,19,Sedan,6,2021,Gasoline,GCC,Royal Diamond Motors,179000
Kia,Sorento,36000,19,SUV/Crossover,6,2020,Gasoline,Import,Khan Motors FZD,60000
Rolls-Royce,Cullinan,9726,21,SUV/Crossover,12,2022,Gasoline,GCC,Al Ain Class Motors Dubai,1899000
Dodge,Charger,71000,18,Sedan,6,2019,Gasoline,GCC,Belhasa Used Cars,88000
Nissan,Patrol,26000,18,SUV/Crossover,8,2022,Gasoline,GCC,Al Bayan Motors,309000
Mini,Cooper S Countryman,72000,18,SUV/Crossover,4,2017,Gasoline,GCC,HT - AH,94000
Nissan,Altima,41292,17,Sedan,4,2019,Gasoline,Import,Colombia Used Cars Tr. Co. LLC,47000
Mercedes-Benz,E 450,9470,19,Sedan,6,2020,Gasoline,Import,Master Motors,190000
Mercedes-Benz,GLE 63 AMG,33000,21,SUV/Crossover,8,2022,Gasoline,Import,Emperor Used Cars,359000
Hyundai,Kona,53551,16,SUV/Crossover,4,2020,Gasoline,Import,Colombia Used Cars Tr. Co. LLC,39000
Toyota,4-Runner,23000,17,SUV/Crossover,6,2021,Gasoline,Import,Khan Motors FZD,118000
BMW,X4,19471,18,SUV/Crossover,4,2022,Gasoline,GCC,KAVAK,252800
Mercedes-Benz,GLC 300,30303,19,SUV/Crossover,4,2020,Gasoline,Import,Master Motors,128000
Nissan,Armada,84152,20,SUV/Crossover,8,2021,Gasoline,Import,Master Motors,190000
Lexus,RX 350,4481,19,SUV/Crossover,6,2021,Gasoline,Import,Shabir Motors Fze,112000
Nissan,Armada,51000,20,SUV/Crossover,8,2021,Gasoline,Import,Master Motors,185000
Mercedes-Benz,GLE 350,4000,18,SUV/Crossover,4,2022,Gasoline,Import,Master Motors,245000
Mercedes-Benz,GLC 300,15000,18,SUV/Crossover,4,2022,Gasoline,Import,Al Irfan used cars Tr.L.L.C,135000
Nissan,Armada,71100,20,SUV/Crossover,8,2020,Gasoline,Import,Kandy Cars,135000
Dodge,Challenger,124800,20,Coupe,6,2018,Gasoline,Import,Kandy Cars,65000
Dodge,Challenger,64000,20,Coupe,6,2020,Gasoline,Import,Kandy Cars,75000
Toyota,RAV 4,18000,18,SUV/Crossover,4,2021,Hybrid,Import,Khan Motors FZD,82000
Ford,Mustang,28700,17,Coupe,4,2019,Gasoline,Import,Saleh Al Saadi Used Cars Exhibition,65000
Hyundai,Sonata,19443,16,Sedan,4,2021,Gasoline,Import,Colombia Used Cars Tr. Co. LLC,60000
Chevrolet,Tahoe,8500,18,SUV/Crossover,8,2023,Gasoline,GCC,Bin Hamoodah Trading And General Services,205000
Nissan,X-Trail,61436,17,SUV/Crossover,4,2019,Gasoline,GCC,KAVAK,78900
Jeep,Wrangler,44658,18,SUV/Crossover,6,2018,Gasoline,GCC,KAVAK,95900
Mercedes-Benz,GLE 43 AMG,129000,19,Coupe,6,2018,Gasoline,GCC,Ahmad Al Khodari Used Cars Exhb L.L.C,192000
Toyota,Land Cruiser,140000,20,SUV/Crossover,8,2017,Gasoline,GCC,Al Irfan used cars Tr.L.L.C,169000
Nissan,Kicks,144000,18,SUV/Crossover,4,2017,Gasoline,GCC,Al Irfan used cars Tr.L.L.C,36000
Mercedes-Benz,S 560,18000,20,Sedan,8,2019,Gasoline,Import,Master Motors,212000
Mercedes-Benz,GLE 350,17983,21,SUV/Crossover,4,2022,Gasoline,Import,Master Motors,235000
BMW,750,10000,20,Sedan,8,2022,Gasoline,Import,Master Motors,335000
Porsche,Panamera,59500,21,Sedan,6,2018,Gasoline,GCC,Royal Diamond Motors,279000
Mercedes-Benz,GLC 200,3495,18,SUV/Crossover,4,2023,Gasoline,Import,Laith Al Obaidi Cars - Auto Market,250000
Nissan,Kicks,14900,16,SUV/Crossover,5,2019,Gasoline,GCC,al fareed used cars,47000
Mercedes-Benz,CLA 250,22294,18,Sedan,4,2021,Gasoline,Import,Master Motors,125000
Nissan,Altima,59037,18,Sedan,4,2020,Gasoline,Import,Colombia Used Cars Tr. Co. LLC,43000
GMC,Yukon,98000,22,SUV/Crossover,8,2018,Gasoline,GCC,HT - AH,160000
Dodge,Challenger,98121,20,Coupe,6,2019,Gasoline,Import,Kandy Cars,63000
Nissan,Micra,52000,15,Hatchback,4,2020,Gasoline,GCC,Select Your Car,27000
Dodge,RAM,3145,20,Pick Up Truck,8,2022,Gasoline,Import,Syria Motors,153000
Hyundai,Tucson,40000,17,SUV/Crossover,4,2020,Gasoline,Import,Al Baraa International Used Auto,90000
Nissan,Patrol,141925,20,SUV/Crossover,8,2019,Gasoline,GCC,Cars Gate 34,138000
BMW,750,42000,20,Sedan,8,2019,Gasoline,Import,Road Star Motors FZCO,220000
Mitsubishi,Pajero,54000,18,SUV/Crossover,6,2018,Gasoline,GCC,Leader Automobile L.L.C,75000
Land Rover,Range Rover Vogue HSE,73000,21,SUV/Crossover,6,2019,Gasoline,GCC,Al Salama Motors,298000
Toyota,Fortuner,57000,17,SUV/Crossover,4,2020,Gasoline,GCC,Al Salama Motors,112000
Dodge,Challenger,38000,20,Coupe,6,2022,Gasoline,Import,Kandy Cars,95000
Ford,Mustang,1500,20,Coupe,8,2022,Gasoline,Import,Kandy Cars,148000
Ford,Mustang,16800,20,Coupe,4,2019,Gasoline,Import,Kandy Cars,78000
Chevrolet,Camaro,90000,20,Coupe,6,2018,Gasoline,GCC,Ahmad Al Khodari Used Cars Exhb L.L.C,68000
Volkswagen,Golf,136000,18,Hatchback,4,2017,Gasoline,GCC,Al Sada Cars Trading,61000
Mitsubishi,ASX,50000,18,SUV/Crossover,5,2020,Gasoline,Import,Atlantis Motors FZE,51000
Toyota,Camry,200000,21,Sedan,6,2018,Gasoline,GCC,Al Ahd Used Cars,75000
Mercedes-Benz,S 560,83700,20,Sedan,8,2019,Gasoline,Import,Al Faisal Motors LLC,250000
Mercedes-Benz,V 250,53060,18,SUV/Crossover,4,2019,Gasoline,GCC,Alo Cars,490000
Mercedes-Benz,GLC 300,64000,20,SUV/Crossover,4,2019,Gasoline,Import,Al Faisal Motors LLC,122000
Mercedes-Benz,V 250,3850,18,Van,4,2023,Gasoline,GCC,Alo Cars,320000
Mercedes-Benz,E 300,73000,19,Sedan,4,2018,Gasoline,Import,Al Faisal Motors LLC,125000
Mercedes-Benz,GLB 250,40000,20,SUV/Crossover,4,2020,Gasoline,Import,Al Faisal Motors LLC,125000
GMC,Yukon,75886,20,SUV/Crossover,8,2019,Gasoline,GCC,Alo Cars,189000
Dodge,RAM,11900,18,Pick Up Truck,8,2022,Gasoline,GCC,Alo Cars,399000
Mercedes-Benz,E 300,57000,19,Sedan,4,2019,Gasoline,Import,Al Faisal Motors LLC,139000
Mercedes-Benz,CLA 250,13368,19,Sedan,4,2022,Gasoline,GCC,Alo Cars,189000
Mercedes-Benz,CLA 250,57963,17,Sedan,4,2022,Gasoline,GCC,Alo Cars,185000
GAC,GS3,32000,16,SUV/Crossover,4,2020,Gasoline,GCC,BRWA AHMED AUTO.EXB,45000
Ford,F 150,2500,20,Pick Up Truck,6,2021,Gasoline,Import,BRWA AHMED AUTO.EXB,155000
Ford,Raptor,66000,20,Pick Up Truck,6,2018,Gasoline,Import,BRWA AHMED AUTO.EXB,170000
Jeep,Gladiator,3000,21,Pick Up Truck,6,2020,Gasoline,Import,BRWA AHMED AUTO.EXB,175000
GMC,Sierra,39000,22,Pick Up Truck,8,2018,Gasoline,Import,BRWA AHMED AUTO.EXB,140000
